Type,Status,Committee,prime_sponsor,processed_text,joined_text
Introduction,Filed (End of Session),Committee on Public Safety,Robert F. Holden,"['police', 'inform', 'car', 'accident', 'victims', 'directed', 'accident', 'response']",police inform car accident victims directed accident response
Resolution,Filed (End of Session),Committee on Finance,Robert F. Holden,"['would', 'extend', 'tax', 'levy', 'cap', 'cit']",would extend tax levy cap cit
Introduction,Filed (End of Session),Committee on Youth Services,Crystal Hudson,"['universal', 'youth', 'employment']",universal youth employment
Introduction,Enacted,Committee on Sanitation and Solid Waste Management,Shahana K. Hanif,"['residential', 'curbside', 'organics', 'collection', 'repeal', 'subdivision', 'pilot', 'programs', 'diversion', 'organic', 'waste']",residential curbside organics collection repeal subdivision pilot programs diversion organic waste
Introduction,Filed (End of Session),Committee on Transportation and Infrastructure,Robert F. Holden,"['installation', 'maintenance', 'tree', 'guards']",installation maintenance tree guards
Introduction,Filed (End of Session),Committee on Public Safety,Crystal Hudson,"['use', 'force', 'incidents', 'involving', 'police', 'use', 'motor', 'vehicle']",use force incidents involving police use motor vehicle
Introduction,Filed (End of Session),Committee on Transportation and Infrastructure,Robert F. Holden,"['community', 'notification', 'proposed', 'major', 'transportation', 'projects']",community notification proposed major transportation projects
Introduction,Filed (End of Session),Committee on Housing and Buildings,Shahana K. Hanif,"['multiple', 'dwelling', 'owners', 'post', 'notices', 'regarding', 'electric', 'space', 'heater', 'safety']",multiple dwelling owners post notices regarding electric space heater safety
Introduction,Filed (End of Session),Committee on Housing and Buildings,James F. Gennaro,"['buildings', 'required', 'benchmarked', 'energy', 'water', 'efficiency']",buildings required benchmarked energy water efficiency
Introduction,Enacted,"Committee on Environmental Protection, Resiliency and Waterfronts",James F. Gennaro,"['education', 'outreach', 'regarding', 'solar', 'green', 'roof', 'systems']",education outreach regarding solar green roof systems
Introduction,Filed (End of Session),Committee on Economic Development,Amanda FarÃ­a,"['preparation', 'community', 'impact', 'reports', 'economic', 'development', 'projects']",preparation community impact reports economic development projects
Introduction,Filed (End of Session),Committee on Economic Development,Amanda FarÃ­a,"['office', 'tourism', 'recovery']",office tourism recovery
Introduction,Enacted,Committee on Economic Development,Amanda FarÃ­a,"['providing', 'contracted', 'ferry', 'service', 'reduced', 'cost', 'persons']",providing contracted ferry service reduced cost persons
Introduction,Filed (End of Session),Committee on Technology,Jennifer GutiÃ©rre,"['providing', 'school', 'students', 'mobile', 'hotspot', 'devices']",providing school students mobile hotspot devices
Introduction,Filed (End of Session),Committee on Education,Eric Dinowitz,"['education', 'conduct', 'study', 'feasibility', 'installing', 'green', 'roofs', 'schools']",education conduct study feasibility installing green roofs schools
Resolution,Adopted,Committee on Civil Service and Labor,Carmen N. De La Rosa,"['join', 'fair', 'food', 'support', 'human', 'rig']",join fair food support human rig
Introduction,Filed (End of Session),Committee on Sanitation and Solid Waste Management,James F. Gennaro,"['collection', 'recyclable', 'materials', 'holiday']",collection recyclable materials holiday
Introduction,Filed (End of Session),Committee on Contracts,Justin L. Brannan,"['contracts', 'organizations', 'amount']",contracts organizations amount
Introduction,Filed (End of Session),Committee on General Welfare,Charles Barron,"['social', 'services', 'wrongfully', 'convicted']",social services wrongfully convicted
Introduction,Filed (End of Session),Committee on Transportation and Infrastructure,Carmen N. De La Rosa,"['creation', 'residential', 'parking', 'permit', 'system', 'northern']",creation residential parking permit system northern
Introduction,Filed (End of Session),Committee on Transportation and Infrastructure,Justin L. Brannan,"['restricting', 'use', 'bus', 'lanes', 'buses']",restricting use bus lanes buses
Introduction,Filed (End of Session),Committee on Finance,Justin L. Brannan,['contracts'],contracts
Introduction,Filed (End of Session),Committee on Women and Gender Equity,Carmen N. De La Rosa,"['establishment', 'task', 'force', 'study', 'gender', 'pay', 'disparity', 'economic', 'among', 'labor', 'force']",establishment task force study gender pay disparity economic among labor force
Introduction,Filed (End of Session),"Committee on Environmental Protection, Resiliency and Waterfronts",Gale A. Brewer,"['reducing', 'noise', 'caused', 'sightseeing', 'helicopters', 'meet', 'federal', 'noise', 'reduction', 'standards']",reducing noise caused sightseeing helicopters meet federal noise reduction standards
Resolution,Filed (End of Session),Committee on Finance,Joseph C. Borelli,"['allow', 'limitation', 'increases', 'assessed', 'value', 'individual', 'parcels', 'class', 'one', 'properties', 'reset', 'transfer']",allow limitation increases assessed value individual parcels class one properties reset transfer
Introduction,Filed (End of Session),Committee on Parks and Recreation,Gale A. Brewer,"['increasing', 'drinking', 'fountains', 'adjacent', 'parks', 'greenstreets']",increasing drinking fountains adjacent parks greenstreets
Introduction,Filed (End of Session),Committee on Governmental Operations,Justin L. Brannan,"['procedures', 'adopted', 'call', 'center', 'responding', 'repeat', 'anonymous', 'complaints']",procedures adopted call center responding repeat anonymous complaints
Introduction,Filed (End of Session),Committee on Technology,Justin L. Brannan,"['prohibition', 'sharing', 'location', 'data', 'third', 'parties']",prohibition sharing location data third parties
Introduction,Enacted,Committee on General Welfare,Tiffany CabÃ¡,"['monthly', 'rental', 'assistance', 'payments', 'households', 'rental', 'assistance', 'vouchers']",monthly rental assistance payments households rental assistance vouchers
Resolution,Filed (End of Session),Committee on Veterans,Gale A. Brewer,"['federal', 'government', 'halt', 'planned', 'closure', 'veteran', 'affairs', 'medical', 'center']",federal government halt planned closure veteran affairs medical center
Introduction,Filed (End of Session),Committee on Contracts,Justin L. Brannan,"['investigation', 'notify', 'requests', 'integrity', 'monitor', 'existing', 'contracts']",investigation notify requests integrity monitor existing contracts
Introduction,Filed (End of Session),Committee on Contracts,Justin L. Brannan,"['review', 'patterns', 'contractual', 'spending', 'agencies', 'organizations']",review patterns contractual spending agencies organizations
Introduction,Enacted,Committee on Parks and Recreation,Gale A. Brewer,"['agency', 'office', 'designated', 'mayor', 'make', 'available', 'website', 'biographical', 'information', 'pertaining', 'street', 'park', 'name', 'changes']",agency office designated mayor make available website biographical information pertaining street park name changes
Introduction,Filed (End of Session),Committee on Public Housing,Justin L. Brannan,"['office', 'agency', 'designated', 'mayor', 'provide', 'outreach', 'education', 'housing', 'tenants', 'regarding', 'smoking', 'cessation']",office agency designated mayor provide outreach education housing tenants regarding smoking cessation
Introduction,Filed (End of Session),"Committee on Cultural Affairs, Libraries and International Intergroup Relations",Gale A. Brewer,"['creating', 'historic', 'cultural', 'marker']",creating historic cultural marker
Introduction,Filed (End of Session),Committee on Governmental Operations,Justin L. Brannan,"['establishment', 'coastal', 'protection']",establishment coastal protection
Resolution,Adopted,Committee on Education,Erik D. Bottcher,"['education', 'carry', 'instruction', 'bicycle', 'safety', 'schools']",education carry instruction bicycle safety schools
Introduction,Filed (End of Session),"Committee on Environmental Protection, Resiliency and Waterfronts",David M. Carr,"['recycled', 'paper', 'facilities']",recycled paper facilities
Resolution,Filed (End of Session),Committee on Finance,Diana I. Ayala,"['providing', 'tax', 'credit', 'qualified', 'caregiving', 'expenses']",providing tax credit qualified caregiving expenses
Introduction,Filed (End of Session),Committee on General Welfare,Diana I. Ayala,"['office', 'operations', 'exits', 'facilities', 'financings', 'starts', 'completions', 'permanent', 'housing', 'exiting', 'faciliti']",office operations exits facilities financings starts completions permanent housing exiting faciliti
Introduction,Filed (End of Session),Committee on Contracts,Charles Barron,"['disclosure', 'information', 'regarding', 'past', 'engagement', 'slavery', 'contractors']",disclosure information regarding past engagement slavery contractors
Introduction,Filed (End of Session),Committee on Parks and Recreation,Diana I. Ayala,"['community', 'garden', 'food', 'processing', 'agriculture']",community garden food processing agriculture
Introduction,Enacted,"Committee on Environmental Protection, Resiliency and Waterfronts",Joann Ariola,"['creating', 'marine', 'debris', 'disposal', 'vessel', 'surrendering', 'office']",creating marine debris disposal vessel surrendering office
Introduction,Enacted,Committee on Civil and Human Rights,Shaun Abreu,"['prohibiting', 'discrimination', 'basis', 'height', 'weight', 'employment', 'housing', 'accommodatio']",prohibiting discrimination basis height weight employment housing accommodatio
