File ,Law Number,Type,Status,Committee,Prime Sponsor,Council Member Sponsors,Title
LU 0044-2022,,Land Use Application,Adopted,"Subcommittee on Landmarks, Public Sitings and Dispositions","Rafael Salamanca, Jr.",2,"Application number G 220013 CCQ (Mount Neboh-Mount Carmel Cemetery Merger Request) submitted by Mount Carmel Cemetery pursuant to Section 1506(c) of the New York State Not-for-Profit Corporation Law requesting approval to merge the Mount Carmel Cemetery located at 83-55 Cypress Hills Street (Block 3750, Lot 655) with the Mount Neboh Cemetery located at 82-07 Cypress Hills Street (Block 3750, Lot 705), Borough of Queens, Community District 5, Council District 30."
T2022-0995,,Oversight,Filed,Committee on Higher Education,,0,NEW YORK CITY COUNCIL FISCAL YEAR 2023 EXECUTIVE BUDGET HEARINGS 2:30 - 4:00 City University of New York Jointly with the Committee on Finance
T2022-0994,,Oversight,Filed,"Committee on Mental Health, Disabilities and Addiction",,0,NEW YORK CITY COUNCIL FISCAL YEAR 2023 EXECUTIVE BUDGET HEARINGS 12:00 - 2:00 Health and Mental Hygiene Jointly with the Committee on Finance and the Committee on Health
T2022-0993,,Oversight,Filed,Committee on Health,,0,"NEW YORK CITY COUNCIL FISCAL YEAR 2023 EXECUTIVE BUDGET HEARINGS 12:00 - 2:00 Health and Mental Hygiene Jointly with the Committee on Finance and the Committee on Mental Health, Disabilities and Addiction"
T2022-0992,,Oversight,Filed,Committee on Hospitals,,0,NEW YORK CITY COUNCIL FISCAL YEAR 2023 EXECUTIVE BUDGET HEARINGS 10:00 - 12:00 Health and Hospitals Jointly with the Committee on Finance
T2022-0991,,Oversight,Filed,Committee on Finance,,0,"NEW YORK CITY COUNCIL FISCAL YEAR 2023 EXECUTIVE BUDGET HEARINGS *10:00 - 12:00 Health and Hospitals **12:00 - 2:00 Health and Mental Hygiene ***2:30 - 4:00 City University of New York *Jointly with the Committee on Hospitals **Jointly with the Committee on Health and the Committee on Mental Health, Disabilities and Addiction ***Jointly with the Committee on Higher Education"
T2022-0989,,Oversight,Filed,Committee on Transportation and Infrastructure,,0,NEW YORK CITY COUNCIL FISCAL YEAR 2023 EXECUTIVE BUDGET HEARINGS 10:00 - 11:30 Transportation Jointly with the Committee on Finance
T2022-0988,,Oversight,Filed,Committee on Finance,,0,NEW YORK CITY COUNCIL FISCAL YEAR 2023 EXECUTIVE BUDGET HEARINGS *10:00 - 11:30 Transportation **11:45 - 1:30 Immigrant Affairs ***1:45 - 3:15 Aging *Jointly with the Committee on Transportation and Infrastructure **Jointly with the Committee on Immigration ***Jointly with the Committee on Aging
T2022-0987,,Oversight,Filed,Committee on Criminal Justice,,0,NEW YORK CITY COUNCIL FISCAL YEAR 2023 EXECUTIVE BUDGET HEARINGS 2:30 - 4:00 Department of Correction 4:00 - 4:30 Board of Correction Jointly with the Committee on Finance
T2022-0986,,Oversight,Filed,Committee on Public Housing,,0,NEW YORK CITY COUNCIL FISCAL YEAR 2023 EXECUTIVE BUDGET HEARINGS 12:00 - 2:00 NYCHA Jointly with the Committee on Finance
T2022-0985,,Oversight,Filed,Committee on Small Business,,0,NEW YORK CITY COUNCIL FISCAL YEAR 2023 EXECUTIVE BUDGET HEARINGS 10:00 - 11:30 Small Business Services Jointly with the Committee on Finance
T2022-0984,,Oversight,Filed,Committee on Finance,,0,NEW YORK CITY COUNCIL FISCAL YEAR 2023 EXECUTIVE BUDGET HEARINGS *10:00 - 11:30 Small Business Services **12:00 - 2:00 NYCHA ***2:30 - 4:00 Department of Correction ***4:00 - 4:30 Board of Correction *Jointly with the Committee on Small Business ** Jointly with the Committee on Public Housing ***Jointly with the Committee on Criminal Justice
T2022-0983,,Oversight,Filed,Committee on Technology,,0,NEW YORK CITY COUNCIL FISCAL YEAR 2023 EXECUTIVE BUDGET HEARINGS 1:00 - 2:00 Information Technology and Telecommunications Jointly with the Committee on Finance
T2022-0982,,Oversight,Filed,Committee on Public Safety,,0,NEW YORK CITY COUNCIL FISCAL YEAR 2023 EXECUTIVE BUDGET HEARINGS 9:00 - 11:30 Police 12:00 - 1:00 Mayor’s Office of Criminal Justice Jointly with the Committee on Finan
T2022-0981,,Oversight,Filed,Committee on Finance,,0,NEW YORK CITY COUNCIL FISCAL YEAR 2023 EXECUTIVE BUDGET HEARINGS *9:00 - 11:30 Police *12:00 - 1:00 Mayor’s Office of Criminal Justice **1:00 - 2:00 Information Technology and Telecommunications *Jointly with the Committee on Public Safety ** Jointly with the Committee on Technolo
T2022-0979,,Oversight,Filed,Committee on Housing and Buildings,,0,NEW YORK CITY COUNCIL FISCAL YEAR 2023 EXECUTIVE BUDGET HEARINGS 11:45 - 1:15 Housing Preservation and Development 1:15 - 2:45 Department of Buildings Jointly with the Committee on Finance
T2022-0978,,Oversight,Filed,Committee on Youth Services,,0,NEW YORK CITY COUNCIL FISCAL YEAR 2023 EXECUTIVE BUDGET HEARINGS 10:30 - 11:30 Youth and Community Development Jointly with the Committee on Finance
T2022-0977,,Oversight,Filed,Committee on Aging,,0,NEW YORK CITY COUNCIL FISCAL YEAR 2023 EXECUTIVE BUDGET HEARINGS 1:45 - 3:15 Aging Jointly with the Committee on Finance
T2022-0976,,Oversight,Filed,Committee on Finance,,0,NEW YORK CITY COUNCIL FISCAL YEAR 2023 EXECUTIVE BUDGET HEARINGS *10:30 - 11:30 Youth and Community Development **11:45 - 1:15 Housing Preservation and Development ** 1:15 - 2:45 Department of Buildings * Jointly with the Committee on Youth Services **Jointly with the Committee on Housing and Buildings
T2022-0974,,Oversight,Filed,"Committee on Cultural Affairs, Libraries and International Intergroup Relations",,0,NEW YORK CITY COUNCIL FISCAL YEAR 2023 EXECUTIVE BUDGET HEARINGS 10:00 - 11:30 Libraries 11:30 - 1:00 Cultural Affairs Jointly with the Committee on Finance
T2022-0973,,Oversight,Filed,Committee on Finance,,0,"NEW YORK CITY COUNCIL FISCAL YEAR 2023 EXECUTIVE BUDGET HEARINGS *10:00 - 11:30 Libraries *11:30 - 1:00 Cultural Affairs **1:30 - 3:00 Parks and Recreation *Jointly with the Committee on Cultural Affairs, Libraries & International Intergroup Relations **Jointly with the Committee on Parks and Recreation"
T2022-0972,,Oversight,Filed,Committee on General Welfare,,0,NEW YORK CITY COUNCIL FISCAL YEAR 2023 EXECUTIVE BUDGET HEARINGS 9:00 - 12:00 Human Resources Administration / DSS and Department of Homeless Services 12:00 - 1:30 Administration for Children’s Services Jointly with the Committee on Finan
T2022-0971,,Oversight,Filed,Committee on Finance,,0,NEW YORK CITY COUNCIL FISCAL YEAR 2023 EXECUTIVE BUDGET HEARINGS 9:00 - 12:00 Human Resources Administration / DSS and Department of Homeless Services 12:00 - 1:30 Administration for Children’s Services Jointly with the Committee on General Welfa
T2022-0970,,Oversight,Filed,Committee on Finance,,0,NEW YORK CITY COUNCIL FISCAL YEAR 2023 EXECUTIVE BUDGET HEARINGS 10:00- 1:00 Office of Management & Budget 1:00 - 2:00 Comptroller 2:00 - 3:00 Independent Budget Office
T2022-0969,,Oversight,Filed,Committee on Sanitation and Solid Waste Management,,0,NEW YORK CITY COUNCIL FISCAL YEAR 2023 EXECUTIVE BUDGET HEARINGS 1:30 - 3:30 Sanitation Jointly with the Committee on Finance
T2022-0968,,Oversight,Filed,Committee on Education,,0,NEW YORK CITY COUNCIL FISCAL YEAR 2023 EXECUTIVE BUDGET HEARINGS 9:00 - 1:00 Education / School Construction Authority Jointly with the Committee on Finance
LU 0043-2022,,Land Use Application,Adopted,Committee on Finance,Justin L. Brannan,1,"13-12 Beach Channel Drive; Block 15528, Lots 5, 6, and 9; Queens, Community District No. 14, Council District No. 31."
T2022-0965,,Oversight,Filed,Committee on Finance,,0,NEW YORK CITY COUNCIL FISCAL YEAR 2023 EXECUTIVE BUDGET HEARINGS *9:00 - 1:00 Education / School Construction Authority **1:30 - 3:30 Sanitation *Jointly with the Committee on Education ** Jointly with the Committee on Sanitation & Solid Waste Management
T2022-0964,,Oversight,Filed,Committee on Parks and Recreation,,0,NEW YORK CITY COUNCIL FISCAL YEAR 2023 EXECUTIVE BUDGET HEARINGS 1:30 - 3:00 Parks and Recreation Jointly with the Committee on Finance
T2022-0963,,Oversight,Filed,Committee on Finance,,0,NEW YORK CITY COUNCIL FISCAL YEAR 2023 EXECUTIVE BUDGET HEARINGS 10:00 - 11:00 Fire / Emergency Medical Service Jointly with the Committee on Fire and Emergency Management
T2022-0962,,Oversight,Filed,Committee on Fire and Emergency Management,,0,NEW YORK CITY COUNCIL FISCAL YEAR 2023 EXECUTIVE BUDGET HEARINGS 10:00 - 11:00 Fire / Emergency Medical Service Jointly with the Committee on Finance
T2022-0961,,Oversight,Filed,Committee on Finance,,0,NEW YORK CITY COUNCIL FISCAL YEAR 2023 EXECUTIVE BUDGET HEARINGS *Begins 10:00 - Public *Members of the public can sign up to testify at the virtual public hearing via Zoom Web and/or via Phone at least 24 hours in advance of hearing at https://council.nyc.gov/testify/ Written testimony may be submitted up to 72 hours after hearing has been adjourned.
T2022-0425,,Oversight,Filed,Committee on Public Housing,,0,Oversight: The Impact of PACT/RAD
Int 0206-2022,2022/096,Introduction,Enacted,Committee on Technology,Sandra Ung,24,"A Local Law to amend the administrative code of the city of New York, in relation to requiring the commissioner of information technology and telecommunications to report on wait times for the 311 customer service center to connect callers to an interpreter"
Res 0121-2022,,Resolution,Adopted,Committee on State and Federal Legislation,Nantasha M. Williams,30,"Resolution calling on the New York State Legislature to pass, and the Governor to sign, S.1553-C/A.6399-B, the Clean Slate Act."
Int 0173-2022,2022/067,Introduction,Enacted,Committee on Parks and Recreation,Shekar Krishnan,17,"A Local Law to amend the administrative code of the city of New York, in relation to reporting on park and playground inspections conducted by the department of parks and recreation"
Int 0144-2022,,Introduction,Withdrawn,Committee on Public Safety,Charles Barron,4,"A Local Law to amend the New York city charter and the administrative code of the city of New York, in relation to creating an elected civilian review board and repealing the civilian complaint review board and independent police investigation and audit board"
Int 0154-2022,2022/113,Introduction,Enacted,Committee on Women and Gender Equity,Tiffany Cabá,35,"A Local Law to amend the administrative code of the city of New York, in relation to requiring the office to end domestic and gender-based violence to create an online services portal and guide"
Int 0153-2022,2022/112,Introduction,Enacted,Committee on Women and Gender Equity,Tiffany Cabá,34,"A Local Law to amend the administrative code of the city of New York, in relation to establishing a housing stability program for survivors of domestic and gender-based violence"
Res 0111-2022,,Resolution,Adopted,Committee on Women and Gender Equity,Tiffany Cabá,30,"Resolution calling on New York State to pass legislation that would provide domestic violence survivors and their families with job-protected, paid leave, similar to that of New York State’s Paid Family Leave law, to be used for any activities relating to their actual or perceived status as a domestic violence survivor or family member of a domestic violence survivo"
Res 0124-2022,,Resolution,Adopted,Committee on Finance,Justin L. Brannan,1,RESOLUTION APPROVING A MODIFICATION (MN-4) PURSUANT TO SECTION 107(e) OF THE CHARTER OF THE CITY OF NEW YORK.
